sentiment,article
1,"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction ."
1,"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added ."
2,"Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F ."
1,"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 ."
1,The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .
1,The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month .
1,The forecast for 2012 is 3.3 % .
0,"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday ."
2,"`` Our customers now have the chance to make bookings for all the services they want at one location , '' said Mikko Tuomainen , in-charge of Finnair 's Internet ( sales ) ."
1,"Lember said the matter was topical also in Estonia , where a bill has been drafted at the Social Affairs Ministry that would scrap old-age pensions on favorable conditions ."
1,The company plans to increase the unit 's specialist staff to several dozen -- depending on the market situation during 2010 .
0,The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .
1,Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .
1,"Deutsche Beteiligungs , as well as a private equity fund it manages , first bought 75 % of MCE in a secondary buyout from White Plains , N.Y. , financial investor Andlinger & Co. in 2007 ."
1,"Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries ."
2,Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .
0,"Compared with the FTSE 100 index , which rose 36.7 points ( or 0.6 % ) on the day , this was a relative price change of -0.2 % ."
1,Work on the assignment has already started and is due for completion in spring 2011 .
1,"Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville ."
1,Juha-Pekka Weckstr+¦m has been appointed President of telecom group TeliaSonera Finland to succeed Esa Rautalinko .
1,The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .
0,Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .
1,"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares ."
0,"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 ."
2,Sales of clothing developed best .
1,"SAN FRANCISCO ( MarketWatch ) -- Nokia Corp , the world 's largest cell-phone maker , is using the Consumer Electronics Show in Las Vegas to introduce a high-end , thin folding phone , according to a media report Monday ."
1,The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .
1,The fine print is here .
1,"Panostaja Plc today acquired the entire share capital of Suomen Graafiset Palvelut Ltd , a provider of printing services ."
0,The move was triggered by weak demand for forestry equipment and the uncertain market situation .
1,( The acquisition sum has not been disclosed . )
1,"Finnish AC drives manufacturer Vacon is acquiring the AC drives business of TB Wood 's , part of the US group Altra Holdings ."
0,"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands ."
1,The new chain has 700 discount stores and 250 supermarkets .
2,"In 2006 , the company intends to invest significantly in expanding its distribution and maintenance network ."
1,The company admits that 36 months is a relatively short time when operating in Russia .
1,"According to preliminary information by the Finnish Forest Industries Federation , imports of roundwood to Finland increased to about 20 million m3 in 2005 , representing an increase of 15 % from 2004 ."
0,Sales by Seppala diminished by 6 per cent .
1,"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania ."
1,"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls ."
2,"For the current year , Raute expects its net sales to increase and the operating result -- to be positive ."
1,The insurance division turned a EUR120m profit .
1,Finnish Nordic Aluminium is starting employer-employee negotiations in Finland that concern all staff groups .
2,Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .
1,"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier ."
0,Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .
1,"As earlier reported , Nokian Tyres is building a plant in the town of Vsevolozhsk in Russia 's Leningrad Region with an annual production capacity of 4 million tires ."
1,"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today ."
2,The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .
1,"shock phase ' , consumers have once again started to plan and implement building projects ."
1,"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September ."
2,"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year ."
2,"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 ."
2,A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland .
1,"Janno Reiljan , a member of the Eesti Energia supervisory board , said the owners of Narva Power Grid had informed Eesti Energia about their wish to sell ."
0,"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements ."
1,The company has an annual turnover of EUR32 .8 m.
1,"---------------------------------------------------------------------- -------------- Munich , 14 January 2008 : BAVARIA Industriekapital AG closed the acquisition of Elcoteq Communications Technology GmbH in Offenburg , Germany , with the approval of the"
1,Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter .
1,One of the largest projects of the magazine division of SanomaWSOY - Sanoma Magazines International in 2006 became launch of the Russian magazine Gloriya .
2,Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .
0,One of the challenges in the oil production in the North Sea is scale formation that can plug pipelines and halt production .
1,Completion of the transaction is subject to a final agreement and a Due Diligence process .
0,"Also the city 's insurance company , If P & C Insurance , has said it will not pay compensation ."
1,"Stora Enso Oyj said Friday it will sell its North American unit to NewPage , in a deal valued at euro1 .82 billion US$ 2.52 million ."
2,"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier ."
1,"At some point , it will spread also to Iran and Iraq ."
0,"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier ."
